14.915953,14.107065,13.325872,12.572392,11.846647,11.148662,10.478462,9.836078,9.221540,8.634884,8.076147,7.349121,6.679465,6.064642,5.502170,4.989623,4.524622,4.104838,3.727974,3.391762,3.093944,2.832253,2.604394,2.408022,2.240722,2.099998,1.983281,1.887953,1.811401,1.751089,1.704643,1.654161,1.614034,1.582232,1.557064,1.537127,1.521234,1.508351,1.497540,1.487925,1.478667,1.468964,1.458052,1.445216,1.429807,1.411257,1.389088,1.362938,1.332567,1.297885,1.258967,1.216090,1.169777,1.120873,1.070659,1.021075,0.975121,0.937690,0.917468,0.931921,1.023402
14.915860,14.106984,13.325775,12.572279,11.846516,11.148509,10.478284,9.835869,9.221295,8.634596,8.073576,7.352383,6.682581,6.067584,5.504905,4.992109,4.526813,4.106676,3.729397,3.392702,3.094332,2.832030,2.603520,2.406489,2.238574,2.097347,1.980317,1.884946,1.808682,1.749014,1.704624,1.657828,1.619061,1.588646,1.564767,1.545924,1.530876,1.518573,1.508095,1.498599,1.489290,1.479408,1.468225,1.455058,1.439276,1.420322,1.397725,1.371117,1.340250,1.305015,1.265458,1.221809,1.174518,1.124308,1.072255,1.019918,0.969548,0.924409,0.889151,0.869135,0.849120
14.915772,14.106943,13.325721,12.572214,11.846438,11.148415,10.478170,9.835731,9.221128,8.632709,8.067445,7.353724,6.686494,6.071291,5.508376,4.995307,4.529691,4.109180,3.731465,3.394264,3.095317,2.832369,2.603157,2.405396,2.236767,2.094902,1.977388,1.881768,1.805565,1.746186,1.703208,1.659909,1.623136,1.594150,1.571675,1.554091,1.540074,1.528534,1.518547,1.509298,1.500035,1.490042,1.478636,1.465165,1.449027,1.429680,1.406663,1.379608,1.348262,1.312499,1.272342,1.227985,1.179818,1.128469,1.074863,1.020294,0.966546,0.916026,0.871921,0.841006,0.810091
14.915683,14.106941,13.325710,12.572196,11.846411,11.148377,10.478118,9.835662,9.221008,8.629371,8.058028,7.353000,6.690923,6.075758,5.512576,4.999206,4.533246,4.112339,3.734166,3.396437,3.096887,2.833260,2.603302,2.404750,2.235321,2.092703,1.974553,1.878497,1.802155,1.742783,1.700596,1.660382,1.626085,1.598712,1.577728,1.561552,1.548748,1.538158,1.528836,1.519980,1.510874,1.500851,1.489275,1.475535,1.459061,1.439335,1.415906,1.388414,1.356601,1.320332,1.279611,1.234598,1.185639,1.133289,1.078354,1.021944,0.965526,0.910971,0.860125,0.820452,0.780779
14.915594,14.106976,13.325739,12.572225,11.846436,11.148396,10.478129,9.835646,9.220868,8.624722,8.045662,7.350140,6.695556,6.080927,5.517499,5.003799,4.537469,4.116142,3.737488,3.399208,3.099029,2.834693,2.603951,2.404556,2.234254,2.090782,1.971862,1.875200,1.798542,1.738963,1.697012,1.659306,1.627759,1.602268,1.582874,1.568230,1.556813,1.547366,1.538894,1.530592,1.521772,1.511814,1.500132,1.486165,1.469381,1.449289,1.425459,1.397537,1.365270,1.328513,1.287255,1.241634,1.191954,1.138714,1.082632,1.024679,0.966110,0.908508,0.852571,0.805885,0.759200
14.915505,14.107045,13.325807,12.572299,11.846510,11.148470,10.478200,9.835655,9.220613,8.618888,8.030738,7.345143,6.700066,6.086694,5.523129,5.009077,4.542350,4.120578,3.741418,3.402564,3.101731,2.836658,2.605097,2.404812,2.233575,2.089164,1.969360,1.871938,1.794799,1.734856,1.692680,1.656806,1.628055,1.604730,1.587061,1.574061,1.564189,1.556076,1.548649,1.541076,1.532687,1.522903,1.511194,1.497050,1.479986,1.459546,1.435325,1.406983,1.374270,1.337040,1.295270,1.249078,1.198738,1.144701,1.087618,1.028359,0.968019,0.908087,0.848346,0.796076,0.743806
14.915415,14.107145,13.325912,12.572418,11.846634,11.148598,10.478329,9.835648,9.220126,8.611981,8.013679,7.338085,6.704133,6.092904,5.529440,5.015032,4.547881,4.125636,3.745947,3.406493,3.104983,2.839146,2.606735,2.405520,2.233294,2.087870,1.967084,1.868765,1.790989,1.730567,1.687813,1.653061,1.626927,1.606004,1.590232,1.578980,1.570795,1.564201,1.558020,1.551367,1.543570,1.534087,1.522440,1.508180,1.490874,1.470109,1.445509,1.416754,1.383604,1.345914,1.303652,1.256921,1.205970,1.151215,1.093251,1.032872,0.971047,0.909294,0.846747,0.790064,0.733381
14.915323,14.107270,13.326052,12.572581,11.846808,11.148779,10.478511,9.835577,9.219272,8.604093,7.994927,7.329107,6.707458,6.099365,5.536383,5.021652,4.554052,4.131307,3.751062,3.410985,3.108772,2.842146,2.608855,2.406675,2.233415,2.086917,1.965064,1.865729,1.787167,1.726176,1.682599,1.648289,1.624397,1.606005,1.592320,1.582932,1.576558,1.571655,1.566922,1.561390,1.554365,1.545326,1.533848,1.519545,1.502042,1.480978,1.456014,1.426856,1.393277,1.355135,1.312398,1.265155,1.213636,1.158226,1.099480,1.038135,0.975041,0.911821,0.847228,0.787095,0.726962
14.915231,14.107418,13.326224,12.572788,11.847029,11.149012,10.478739,9.835386,9.217909,8.595300,7.974926,7.318413,6.709777,6.105855,5.543889,5.028919,4.560854,4.137582,3.756755,3.416028,3.113088,2.845647,2.611450,2.408274,2.233940,2.086315,1.963327,1.862875,1.783381,1.721742,1.677195,1.642722,1.620552,1.604675,1.593254,1.585857,1.581407,1.578353,1.575266,1.571066,1.565006,1.556574,1.545388,1.531128,1.513484,1.492154,1.466844,1.437293,1.403291,1.364707,1.321507,1.273773,1.221720,1.165710,1.106262,1.044077,0.979885,0.915440,0.849367,0.786574,0.723782
14.915136,14.107583,13.326426,12.573037,11.847299,11.149293,10.479001,9.835014,9.215892,8.585660,7.954108,7.306256,6.710875,6.112132,5.551859,5.036806,4.568279,4.144453,3.763015,3.421612,3.117919,2.849639,2.614510,2.410311,2.234870,2.086073,1.961892,1.860238,1.779677,1.717309,1.671723,1.636590,1.615535,1.601997,1.592966,1.587696,1.585278,1.584214,1.582961,1.580307,1.575422,1.567776,1.557024,1.542908,1.525191,1.503635,1.478003,1.448069,1.413651,1.374631,1.330979,1.282773,1.230215,1.173648,1.113565,1.050643,0.985494,0.919981,0.852835,0.788027,0.723218
