5.950000,5.625500,5.312000,5.009500,4.718000,4.437500,4.168000,3.909500,3.662000,3.425500,3.200000,2.930865,2.680179,2.447336,2.231734,2.032769,1.849836,1.682331,1.529651,1.391192,1.266350,1.154521,1.055101,0.967486,0.891072,0.825256,0.769434,0.723001,0.685353,0.655888,0.634000,0.617985,0.608305,0.604318,0.605385,0.610866,0.620121,0.632509,0.647392,0.664128,0.682078,0.700601,0.719058,0.736809,0.753213,0.767630,0.779421,0.787946,0.792564,0.792635,0.787520,0.776578,0.759169,0.734654,0.702391,0.661742,0.612066,0.552723,0.483073,0.402476,0.310293
5.950000,5.625506,5.312006,5.009507,4.718007,4.437508,4.168009,3.909510,3.662011,3.425512,3.198926,2.930977,2.680287,2.447442,2.231837,2.032869,1.849933,1.682426,1.529742,1.391279,1.266431,1.154594,1.055163,0.967534,0.891103,0.825266,0.769419,0.722961,0.685290,0.655804,0.633827,0.617884,0.608201,0.604219,0.605296,0.610790,0.620059,0.632462,0.647358,0.664106,0.682065,0.700597,0.719060,0.736816,0.753225,0.767648,0.779444,0.787974,0.792599,0.792679,0.787576,0.776650,0.759263,0.734779,0.702565,0.661991,0.612441,0.553330,0.484160,0.404751,0.325342
5.950000,5.625524,5.312024,5.009527,4.718029,4.437532,4.168036,3.909539,3.662043,3.425063,3.196854,2.930564,2.680616,2.447761,2.232147,2.033171,1.850227,1.682710,1.530016,1.391539,1.266674,1.154813,1.055352,0.967684,0.891203,0.825308,0.769395,0.722867,0.685126,0.655573,0.633423,0.617499,0.607896,0.603920,0.605021,0.610551,0.619863,0.632310,0.647248,0.664033,0.682024,0.700581,0.719066,0.736839,0.753264,0.767700,0.779511,0.788058,0.792703,0.792809,0.787738,0.776857,0.759532,0.735135,0.703047,0.662667,0.613429,0.554848,0.486637,0.407998,0.329358
5.950000,5.625553,5.312054,5.009560,4.718066,4.437573,4.168080,3.909588,3.662085,3.424189,3.193858,2.929594,2.681092,2.448292,2.232663,2.033672,1.850714,1.683181,1.530469,1.391970,1.267076,1.155178,1.055667,0.967937,0.891380,0.825392,0.769375,0.722734,0.684881,0.655226,0.632826,0.616835,0.607363,0.603420,0.604551,0.610136,0.619516,0.632038,0.647047,0.663897,0.681944,0.700548,0.719070,0.736875,0.753326,0.767787,0.779623,0.788197,0.792874,0.793020,0.788002,0.777190,0.759960,0.735695,0.703797,0.663697,0.614888,0.556989,0.489985,0.412317,0.334648
5.950000,5.625592,5.312096,5.009606,4.718117,4.437629,4.168141,3.909651,3.662115,3.422923,3.190032,2.928055,2.681635,2.449019,2.233383,2.034371,1.851391,1.683836,1.531098,1.392567,1.267633,1.155684,1.056108,0.968295,0.891636,0.825527,0.769371,0.722578,0.684573,0.654790,0.632078,0.615906,0.606579,0.602707,0.603880,0.609532,0.619005,0.631630,0.646743,0.663688,0.681818,0.700491,0.719070,0.736920,0.753410,0.767907,0.779777,0.788389,0.793110,0.793311,0.788362,0.777642,0.760535,0.736440,0.704779,0.665023,0.616723,0.559589,0.493963,0.417440,0.340917
5.950000,5.625641,5.312149,5.009665,4.718182,4.437700,4.168220,3.909721,3.662103,3.421294,3.185484,2.925954,2.682162,2.449915,2.234301,2.035264,1.852256,1.684671,1.531899,1.393328,1.268344,1.156331,1.056674,0.968759,0.891975,0.825718,0.769393,0.722413,0.684218,0.654289,0.631221,0.614745,0.605529,0.601770,0.603000,0.608731,0.618315,0.631071,0.646319,0.663392,0.681634,0.700402,0.719058,0.736972,0.753515,0.768058,0.779973,0.788633,0.793409,0.793677,0.788814,0.778205,0.761246,0.737351,0.705969,0.666603,0.618865,0.562530,0.498390,0.423159,0.347929
5.950000,5.625699,5.312212,5.009737,4.718261,4.437787,4.168314,3.909785,3.662014,3.419330,3.180330,2.923315,2.682589,2.450939,2.235412,2.036348,1.853306,1.685683,1.532870,1.394249,1.269203,1.157114,1.057362,0.969329,0.892401,0.825973,0.769450,0.722253,0.683829,0.653738,0.630292,0.613390,0.604213,0.600592,0.601904,0.607722,0.617433,0.630345,0.645760,0.662994,0.681381,0.700272,0.719030,0.737026,0.753637,0.768239,0.780210,0.788928,0.793770,0.794117,0.789354,0.778874,0.762084,0.738416,0.707342,0.668404,0.621266,0.565729,0.503125,0.429310,0.355496
5.950000,5.625764,5.312284,5.009821,4.718353,4.437888,4.168423,3.909829,3.661808,3.417054,3.174693,2.920182,2.682839,2.452041,2.236703,2.037622,1.854538,1.686870,1.534006,1.395326,1.270210,1.158033,1.058172,0.970005,0.892915,0.826294,0.769551,0.722107,0.683417,0.653150,0.629325,0.611887,0.602642,0.599162,0.600582,0.606498,0.616347,0.629437,0.645049,0.662479,0.681045,0.700090,0.718976,0.737077,0.753773,0.768449,0.780487,0.789273,0.794191,0.794629,0.789978,0.779642,0.763040,0.739622,0.708882,0.670398,0.623888,0.569125,0.508062,0.435762,0.363461
5.950000,5.625836,5.312366,5.009918,4.718460,4.438004,4.168545,3.909836,3.661443,3.414484,3.168696,2.916612,2.682843,2.453160,2.238154,2.039079,1.855950,1.688229,1.535306,1.396558,1.271360,1.159084,1.059101,0.970786,0.893517,0.826686,0.769702,0.721988,0.682995,0.652536,0.628344,0.610284,0.600840,0.597473,0.599023,0.605052,0.615047,0.628332,0.644169,0.661830,0.680612,0.699846,0.718890,0.737119,0.753920,0.768683,0.780802,0.789667,0.794672,0.795210,0.790684,0.780506,0.764108,0.740957,0.710572,0.672564,0.626705,0.572677,0.513123,0.442409,0.371694
5.950000,5.625913,5.312457,5.010027,4.718580,4.438134,4.168675,3.909790,3.660876,3.411637,3.162459,2.912678,2.682546,2.454236,2.239740,2.040712,1.857538,1.689757,1.536765,1.397940,1.272650,1.160264,1.060148,0.971671,0.894209,0.827151,0.769908,0.721903,0.682574,0.651900,0.627369,0.608628,0.598845,0.595527,0.597219,0.603374,0.613524,0.627017,0.643104,0.661029,0.680064,0.699525,0.718759,0.737144,0.754072,0.768941,0.781153,0.790109,0.795210,0.795860,0.791469,0.781461,0.765282,0.742414,0.712400,0.674882,0.629695,0.576359,0.518250,0.449168,0.380086
